person_id,baseline_memory,training,engagement_after,help_seeking_after,memory_after
976,49.38689097,1,0.70344274,1.87697832,49.96815760
977,53.10352439,0,0.67135950,-0.48894684,54.94088734
978,38.41743140,0,-0.13416470,0.65200397,40.02668663
979,57.04089934,0,0.29535694,0.18823251,50.19510575
980,46.94175084,1,1.15246904,0.99634601,48.67242910
981,41.64874458,0,0.08075565,-0.25457699,47.18473743
982,46.60005145,0,-0.00864806,1.39018644,44.13084242
983,58.25692436,1,0.54388643,1.72834960,55.86980331
984,47.46818186,1,1.26943173,1.62843187,54.17373519
985,50.56977315,0,0.08242187,1.40196492,55.58174132
986,38.51896852,0,-0.68189669,-0.57237138,42.73574352
987,54.31176373,0,-0.73295502,0.51367353,51.22644267
988,74.71609847,1,2.65792642,0.61964348,67.65231787
989,48.72589871,0,0.63835828,-0.05295639,47.91925939
990,43.15403113,1,1.71496128,3.22959429,50.79086662
991,32.90929915,0,1.26762948,-3.22190479,53.16129130
992,50.86213462,0,1.03955826,-1.82804920,48.69303681
993,63.40788426,1,0.04998815,-0.56371354,65.77506396
994,45.76231948,0,-0.76280480,-0.80120185,55.22965344
995,58.46954785,1,0.46362920,-1.09618199,59.40229471
996,66.07714957,1,0.76347427,2.32642729,59.68857982
997,39.00115382,0,-0.73669269,-2.59368933,52.19833069
998,52.79642183,0,-0.44790847,-1.43207818,50.53019277
999,47.95690053,0,0.79015111,1.73512118,50.00826266
1000,59.34265943,1,0.75912503,1.85068192,52.88199726
1001,51.18434163,0,-0.19089473,-1.28892674,60.55613300
1002,39.77044458,0,0.82515495,0.17158407,47.88252448
1003,58.83912414,1,1.21881187,-0.29315617,60.00582229
1004,42.63745939,0,-0.65097886,-2.55532450,50.61859004
1005,49.34625176,1,1.76046851,1.63849344,50.19322338
1006,42.88301216,0,-0.23404490,-0.20524501,43.32623628
1007,29.27975469,0,0.98432644,-1.21922268,38.21229745
1008,54.92889007,1,1.78796408,-0.10247826,55.14121201
1009,49.13520549,1,1.02686037,-1.06171905,53.92236092
1010,52.32744784,0,-0.35956087,-1.13000140,55.66313330
1011,47.40591896,1,1.93337109,1.81808691,43.93026982
1012,37.62877407,0,1.23870547,0.96426805,39.16553296
1013,53.40880632,1,2.32339165,2.36696595,49.61821357
1014,31.31316014,0,-0.26804627,-2.22769556,42.48352947
1015,47.27051604,1,0.76453950,1.39134210,44.85168877
1016,55.62839738,0,0.22982225,-0.70934786,52.04309145
1017,53.75424079,0,0.55993556,1.11370559,48.73647738
1018,53.74409714,0,0.07778548,-1.72584211,56.77740024
1019,32.87500212,0,-0.01764803,-0.60980564,36.80966890
1020,50.77465971,0,0.77845085,0.70320698,51.11205482
1021,43.64034342,0,-0.54091248,0.17754917,47.14004837
1022,64.95430393,1,1.15544881,0.04339620,62.38985701
1023,68.93016596,1,1.72613455,1.45810589,65.80863935
1024,44.19064205,0,-0.54167212,0.98731456,39.24501883
1025,50.40040158,1,1.34552553,2.86707597,50.65428530
1026,60.01018423,1,2.65230710,1.16161992,59.22824733
1027,48.53899773,1,0.95938480,1.20518336,43.91306973
1028,42.05337842,0,-0.57248799,0.54699725,39.90972075
1029,58.01508432,1,2.00601316,1.18165108,60.12290532
1030,75.22267514,1,1.65170257,1.49818079,70.53170234
1031,49.49132422,1,2.50725346,0.73639759,52.68034529
1032,68.72655911,1,2.62168636,2.13806578,68.05825244
1033,40.03767553,0,-0.35767409,0.69908528,43.90326338
1034,40.84336636,0,0.45798645,-1.01003168,44.84856791
1035,56.36698766,1,1.74069153,2.64375276,54.75745957
1036,43.92729648,0,-0.80162206,-1.23709157,48.17763473
1037,48.00730412,0,-0.79887844,-0.74659034,49.20684683
1038,51.53484328,1,1.70819718,1.66138114,53.43987350
1039,42.50213697,0,-0.18821558,2.78469300,41.10388908
1040,59.99292913,0,0.06876597,-1.08896212,59.09081676
1041,68.15423366,0,0.44727942,-1.26989413,69.98374187
1042,28.53076742,0,0.42508464,2.86075341,33.95083418
1043,60.14227882,0,-0.23231015,-1.11893460,58.23164689
1044,61.63469643,1,0.99662836,1.64084589,62.08529461
1045,43.34192223,1,2.28201764,-0.18598981,55.63302331
1046,31.83236447,0,0.57523082,0.20875538,37.37915427
1047,71.15849320,1,1.55498820,1.89645040,61.20286773
1048,44.13599863,0,-0.44949062,0.88639137,49.02706907
1049,52.47297473,0,0.63507486,0.03086303,48.74232835
1050,59.09177619,1,0.93015104,0.40747292,60.63762509
1051,55.90825461,1,0.64789693,2.73279026,52.93709530
1052,45.94440312,1,0.58506838,0.10106751,53.83495692
1053,56.73873166,0,0.26059230,0.09067364,54.64210103
1054,47.78078573,0,1.18314830,0.91225891,45.09473444
1055,55.01729906,0,0.13409696,2.51592589,49.82540621
1056,34.50088738,0,0.10557538,1.54503791,35.50913825
1057,48.98437865,1,1.06478850,1.39943975,53.21323538
1058,63.11386508,1,1.45370051,2.16870119,61.48255621
1059,45.04159562,0,0.06411883,-0.57352014,46.31720662
1060,58.81787087,1,0.63315923,0.95625782,59.36252927
1061,42.45171191,0,0.87841843,-1.21928542,48.67153999
1062,42.12993438,0,-0.29927069,0.12087682,43.60707127
1063,67.87185793,1,1.54039657,3.07112886,64.46519627
1064,53.45254491,0,0.32893535,2.71253687,48.45733204
1065,47.37395222,0,0.84466079,1.13516450,47.64570493
1066,52.65368320,1,0.81865384,2.04552842,49.42960652
1067,65.80663397,1,-0.20727507,-0.54672238,63.58042591
1068,36.85322162,0,1.12390647,0.95033018,39.90824046
1069,36.49150285,0,0.87167824,1.80312025,42.71323510
1070,61.13182067,1,1.44615405,1.62242262,62.04882078
1071,28.82271685,0,0.21698135,0.33244221,34.94556733
1072,66.96315538,1,0.97240805,2.31227423,67.01156531
1073,27.65555687,0,0.77592976,-0.23473610,38.93157265
1074,34.50056026,1,1.85430341,0.60207503,46.89039582
1075,31.42454700,0,0.42352342,-0.86004949,38.59197492
1076,54.84812209,0,0.94898086,0.54724588,53.46981140
1077,56.62055365,1,1.11395938,2.11660915,63.03796458
1078,61.41203370,1,1.34276888,1.41558212,60.29918185
1079,47.14765501,0,0.99745693,0.31943765,43.79990468
1080,59.27855755,0,-0.38381510,1.66224795,55.26445416
1081,42.24142363,1,1.07795808,1.16610136,47.31281552
1082,46.06972820,0,-0.88008829,-1.18968138,46.41658372
1083,50.35784305,1,1.62405692,-0.58737358,55.81345709
1084,47.58490588,0,0.27645497,0.17229019,48.80994358
1085,64.02944862,1,0.18629465,0.82126614,60.92743745
1086,51.85156508,0,0.74785958,0.42676074,49.41153713
1087,51.60856899,0,0.48318515,1.34814693,47.00291692
1088,45.58211820,1,0.86329965,2.19089130,44.82560181
1089,54.29353362,1,0.52494005,0.15908693,55.66647889
1090,56.66344918,1,1.07293245,3.41176732,52.86605337
1091,49.15352573,0,-0.05768537,0.27039390,50.06026221
1092,60.59505596,1,1.28499061,-0.04886871,64.10156354
1093,53.42959187,1,1.73101831,-0.25798463,57.00872710
1094,52.81143265,0,-0.49817448,-1.37012024,60.23480984
1095,45.78312410,1,0.64553324,1.71876480,46.23577313
1096,54.09332079,1,1.78093198,2.07354681,58.90775905
1097,47.56249009,0,0.26460588,-1.40962355,53.69780307
1098,65.61504723,1,1.74491245,-0.25976528,66.09441719
1099,51.76008249,0,-0.36162147,0.79815557,53.73066394
1100,29.74018292,0,0.17667415,1.95213725,30.37255492
1101,40.87319746,0,0.83370265,3.63435120,41.98911388
1102,54.76764652,0,-0.35200318,-0.28481875,50.87149933
1103,38.20661434,1,-0.14937263,0.84833126,41.61424223
1104,60.62687057,0,-0.17048885,0.40802928,55.60585482
1105,49.85576696,1,1.80540842,1.04792898,52.41442933
1106,67.52482282,1,2.19619964,0.66000785,63.78795932
1107,45.79270368,1,1.15599085,3.18526650,40.85952039
1108,49.52845114,1,1.80660046,-1.08425837,55.56725204
1109,37.03645373,0,-1.59764776,0.41208008,42.92618039
1110,44.41024352,1,1.29435446,0.05674103,49.56245230
1111,63.10861892,0,0.59880093,-0.96796812,55.86411999
1112,51.41905233,0,0.70196755,1.75821103,50.33067623
1113,50.70412607,0,0.64678011,-1.72189189,52.53074345
1114,24.00266311,0,0.77386405,1.58186255,35.22906371
1115,53.67364231,0,0.81142639,-0.91296359,57.93050252
1116,43.85510525,0,-0.27757334,0.27175991,42.35437396
1117,33.84025789,0,0.04014955,0.77605270,40.35217799
1118,54.38158248,1,1.21244177,0.95738939,52.42796129
1119,51.17068197,1,0.93631632,-0.89576420,58.91675717
1120,48.96473326,0,-0.08713654,0.81436162,50.00749203
1121,35.97505927,0,-0.88719925,1.18431435,35.04396598
1122,46.59280575,1,0.85311336,2.90013056,45.53260016
1123,56.55576478,0,0.61826522,0.39276855,55.66829787
1124,60.44116042,0,-0.84351182,-0.90399581,58.08453887
1125,51.06330575,1,1.29725429,3.17290463,45.39946963
1126,44.68596601,0,0.34910548,-0.36929461,48.16243013
1127,43.89632095,1,0.60233581,-1.80487184,53.93588080
1128,49.13867871,1,1.50879594,2.33251780,53.41455677
1129,47.93500092,0,-1.85114492,2.50306093,42.36190777
1130,49.22797557,0,0.42230948,1.39997251,40.49975279
1131,60.40178051,1,1.59812092,1.56255073,58.59490656
1132,55.06927961,1,1.05974142,2.46728160,52.17791597
1133,41.89284977,0,0.53162498,-2.21957722,53.22818354
1134,47.95041067,1,2.22685362,0.70153147,47.99573882
1135,41.31372835,0,-0.05261956,0.36924586,45.60896463
1136,53.99388063,0,0.80753492,-0.24279593,53.40263363
1137,30.54639182,0,-0.08667535,-0.10766418,40.68214131
1138,39.67156694,0,-0.58394925,-1.28470233,49.28350200
1139,42.16839772,1,0.63161488,2.42504788,44.54551787
1140,35.46712240,0,-0.01644276,1.75503790,32.80123139
1141,48.83549022,1,2.15428779,1.46057653,55.97185513
1142,56.40128789,0,-0.07632619,0.27822305,50.83120564
1143,64.74584001,0,-1.94694169,-2.13094762,58.61479928
1144,54.02808659,0,1.45190920,0.20787948,52.77513034
1145,54.43902439,1,0.37814464,1.68296521,55.77285676
1146,44.69765524,0,0.63726160,0.38139811,45.95293046
1147,57.68964504,1,0.52932487,2.59882666,53.58120035
1148,39.87590816,1,0.04047185,0.72004504,49.55054057
1149,44.53444570,0,-0.23021831,-1.16455818,49.01402297
1150,56.36705100,1,0.35013807,2.44642887,56.15443125
1151,59.09878760,1,1.40715202,0.93977007,61.13957603
1152,42.98254930,0,1.23589155,1.90814647,41.19280771
1153,51.81193134,1,1.08590689,2.00707391,56.40436748
1154,54.72560204,0,-0.79868378,1.16366099,48.14866306
1155,56.20075697,1,0.99630035,0.71638684,57.23897199
1156,45.04786461,0,-0.23856044,0.10677543,39.65022264
1157,56.00637509,0,0.39295893,-1.27524673,58.95922450
1158,48.94517630,1,1.27700450,1.65568293,49.10646677
1159,52.70901404,0,0.19875151,0.81971517,50.39839593
1160,61.34685421,1,1.75559986,1.83357987,64.37240229
1161,60.59717051,1,0.99995160,0.89622286,58.48451048
1162,42.28545439,0,-0.52709799,-1.10121819,53.02979399
1163,58.65681341,1,1.82195568,0.75348767,62.31991698
1164,60.00240219,0,0.61647375,0.06921522,57.98534147
1165,53.38121494,0,-0.32226206,-1.50082964,59.51162407
1166,45.85410639,0,-0.01119213,-2.25611780,56.27358054
1167,45.15987542,0,-0.06880091,-0.94479784,40.01760429
1168,51.70320073,1,0.87963884,0.43932370,57.58230500
1169,54.46315594,0,0.59855643,-0.96163436,57.86325986
1170,35.18850150,0,0.71536593,-0.41692343,43.89473822
1171,42.69741786,0,0.32292629,-2.75562039,50.51799581
1172,55.44444066,1,0.89609090,1.00235276,56.94210521
1173,44.29134748,0,0.07834683,0.39788329,47.04362988
1174,53.40352758,1,1.49355112,1.85598536,43.09140826
1175,52.18573082,0,0.56898820,-1.17152826,54.44512017
1176,31.66583228,0,0.68785102,0.32567047,31.97929895
1177,60.86327575,0,-1.75121328,-0.74678093,53.21835189
1178,54.56798295,1,1.97406050,1.21165617,53.96200834
1179,56.72280967,1,1.17971490,2.26792161,55.47977446
1180,55.24750713,1,1.37391503,1.59559151,54.93620036
1181,61.03908349,0,0.66346223,1.94011535,58.28298474
1182,63.32680942,1,1.69729608,0.21114131,63.79351267
1183,62.53120000,1,0.57744232,1.76839594,58.43382523
1184,46.96543684,1,1.38857315,1.61887316,48.91314985
1185,65.90350015,1,1.23133387,0.52539374,66.00981432
1186,39.06631825,0,-2.29661266,0.56856906,42.15780426
1187,58.21253129,1,-0.57071237,3.72586014,53.31980647
1188,60.27144164,1,0.94205265,2.08370819,57.52072391
1189,47.39930723,0,0.59016949,-1.64064448,52.79382588
1190,35.31283611,0,-0.63929330,1.69207888,31.93769329
1191,50.85712863,0,-2.16418705,-0.94767308,51.58914036
1192,38.80372174,0,-0.37444080,-1.50798388,45.94552871
1193,46.65878494,0,0.63891877,1.42304962,46.51810309
1194,49.79376642,0,-0.27435612,0.10876332,47.22945410
1195,67.05195999,1,1.77702785,-1.48085866,78.69931028
1196,55.99449439,1,1.50310857,-1.24581356,58.93877058
1197,63.23543075,0,0.88752468,-0.58293749,58.35650681
1198,60.90812013,1,0.36078113,-0.63697333,60.71437503
1199,51.78565063,0,0.67374783,0.43733445,51.67517422
1200,54.65526840,1,-0.34361400,1.33300584,50.92424982
1201,68.45484408,1,2.09615633,1.16538432,61.13020398
1202,30.74452977,0,-0.22754627,-0.10072240,36.51874901
1203,38.55877443,0,-1.12047264,-0.35860182,41.35324039
1204,42.27295631,0,1.79017298,-1.00264928,47.98067491
1205,27.75110521,0,-0.79084911,-0.22049208,37.08391665
1206,50.63951328,0,0.60810200,-0.30534276,51.33205910
1207,59.56744465,1,2.36347928,0.45018490,60.67302411
1208,58.89786395,1,0.46869249,3.37482619,51.48754827
1209,54.44203748,1,0.67514342,3.99923699,51.33284606
1210,44.32956934,1,0.57863296,0.41661617,53.27429481
1211,44.60696992,1,0.94418582,0.55341853,54.62612872
1212,41.67835565,0,-1.85281100,0.26819559,46.82348935
1213,67.07221721,1,1.90472771,0.26181581,69.34021950
1214,40.90469980,0,-0.55185624,0.30681940,44.50574568
1215,44.19763402,1,1.11042329,2.52210066,44.55805096
1216,41.86966609,1,0.97205622,2.39448627,40.28996339
1217,47.38951286,0,-0.51901570,0.32767123,45.44709319
1218,65.44234734,1,1.59855925,1.58244862,64.08153762
1219,47.50594200,0,-0.27910725,0.09872448,50.49839325
1220,56.86615061,1,1.69144750,0.98129202,54.90939535
1221,50.04007691,0,0.31003561,0.83790821,50.67860095
1222,31.81612343,0,0.09830231,-0.97439367,38.90518841
1223,32.90737637,0,0.83923141,0.61246597,36.07212885
1224,55.46477132,1,0.53185180,-0.64055994,62.24155077
1225,63.55993367,1,0.03089639,-0.75453716,64.47915623
1226,66.47364813,0,0.07675447,-0.56235237,61.96824731
1227,52.00014529,0,-0.40980563,-0.69743157,56.82257014
1228,51.16650867,0,-0.31974299,0.20377647,51.79693549
1229,54.83639998,0,0.46034516,-0.18921071,57.39697163
1230,42.07485264,1,0.51019572,0.23475230,49.48713026
1231,43.29289342,0,0.09369833,-0.14369940,44.94405296
1232,53.53616665,0,-0.30222131,0.32398119,55.35717818
1233,41.70543636,1,0.81977759,1.99699564,42.29167604
1234,59.13611486,1,0.31594567,1.27838238,57.96484476
1235,36.39543018,0,-0.52951023,1.90872239,35.38820422
1236,60.13262717,1,0.34539954,1.32869732,54.69320319
1237,66.23635596,1,1.00982850,0.36309049,61.39503620
1238,44.97709337,0,-0.64283523,0.41506253,42.71265627
1239,60.62966438,1,0.58108209,2.94198021,59.16089040
1240,62.10568190,1,0.84467687,2.20644601,59.14545965
1241,45.55474281,1,0.30946562,1.77808391,50.62897992
1242,52.12099418,1,0.37266483,0.64563724,53.19195876
1243,59.92858525,0,0.17185976,1.52611684,53.39030633
1244,51.14411353,0,-0.57455068,1.18930424,48.76812638
1245,50.21222971,0,1.92508296,0.41774732,45.33213716
1246,58.36081243,0,1.61954069,-0.24721477,60.90546330
1247,73.64237807,1,2.38953121,1.40112029,66.95988575
1248,47.83293450,1,1.07852481,1.45470978,46.63203081
1249,44.01847647,0,1.08731518,-0.26169440,45.86726709
1250,41.45871166,1,1.32001450,1.20134595,42.92572950
1251,56.75082218,0,0.24661929,-1.04343086,53.82854086
1252,50.25396415,0,-0.62074688,-0.27644934,54.68389263
1253,68.98996459,1,1.18806451,5.55117154,58.53436335
1254,59.94367692,1,1.42610291,2.39665211,54.40312016
1255,65.99952120,1,1.10417070,0.58752297,63.68646254
1256,48.66334273,1,0.51149079,4.61486873,41.78648741
1257,46.21132806,0,-0.36013522,0.64839060,46.07889588
1258,36.01313951,0,-0.92749934,-0.15691322,41.26080212
1259,58.98573446,0,-0.46440001,1.58171728,52.34005306
1260,63.27859423,1,1.01991969,-0.53838232,59.63904946
1261,53.43812394,1,0.47456976,0.85313787,52.97080137
1262,57.92297298,1,1.80256605,2.60705720,51.61751065
1263,73.04974846,1,2.52373868,0.44313553,73.96964998
1264,40.81379014,0,-0.15324219,-0.08469330,46.02263985
1265,56.01059677,0,-0.78494461,1.52107992,45.81174855
1266,55.81439890,1,1.11245749,2.16493488,53.53465839
1267,47.26371752,0,0.30661308,0.91620581,45.83000580
1268,49.40764764,1,2.06925594,2.20787393,51.50143115
1269,46.34381171,0,-0.43008202,0.93213368,44.31466418
1270,47.33903660,0,0.11683144,-1.26068360,52.07795313
1271,32.56874281,1,1.85209430,-1.19334293,41.57184856
1272,43.57786730,0,-0.95171694,0.40220559,44.57434249
1273,56.23452267,0,0.15130540,-0.39404299,54.32462863
1274,53.56787205,0,0.03260461,2.66039411,41.69341298
1275,54.10681175,1,0.40693842,1.26203677,54.74006674
1276,34.01678279,0,-0.11440673,0.18915413,37.84612505
1277,50.31237468,0,0.23543554,-0.40356929,46.03712563
1278,54.64906352,0,-0.57531471,-2.69954410,63.22130712
1279,52.64914242,0,-0.20407796,0.46058462,44.25820307
1280,51.95316999,0,-0.22674008,1.97690647,49.20603959
1281,39.92320157,0,-0.32891592,2.22099931,42.09418427
1282,45.13080284,0,-0.63669530,-1.17323496,44.69966007
1283,48.89603558,1,0.30605932,2.67855156,47.92109817
1284,45.60557865,0,0.35987676,-0.68847279,46.27822875
1285,38.92731784,0,0.28177751,-1.26073812,47.88085580
1286,60.15273771,1,1.49686399,1.66521655,60.43908371
1287,43.06255765,0,-0.41493086,1.28890710,44.10433168
1288,53.86553729,0,0.33329235,-0.28221380,48.25895260
1289,63.44860876,0,-0.23458226,1.74283238,58.08783167
1290,57.79127627,1,1.08978192,2.63284469,49.20141895
1291,57.02381784,1,0.07331852,1.78272693,52.87930423
1292,48.34654064,1,1.89386422,-0.24529559,55.44014789
1293,38.89346337,0,-1.59295663,1.34973220,40.83013765
1294,62.89810410,1,1.07959059,0.62052079,67.29666386
1295,49.10693728,1,1.56250326,0.80894960,49.66253763
1296,50.51983362,0,-0.47662136,0.05908518,48.52688506
1297,47.10905616,0,0.56224689,1.77195729,44.04193523
1298,64.87300308,1,1.45192967,1.75879742,58.81059058
1299,51.62258587,0,-0.87108356,2.92530543,38.91589087
1300,45.39211600,0,1.21922224,-1.17530396,57.01936956
1301,58.41383909,1,1.49262293,0.15788641,61.50842024
1302,51.04726492,0,-0.67175077,-0.19461910,53.51369050
1303,44.78011553,0,0.89883963,0.29524244,46.66954482
1304,45.19074757,1,1.88471501,0.92104854,50.36293115
1305,45.36399909,0,1.78325193,0.80359750,44.12629640
1306,58.63564364,0,0.12908818,0.38041091,56.60979607
1307,33.21889398,0,-0.58605762,0.66913069,28.72334600
1308,51.56961885,0,-0.12537213,1.37342577,45.82389339
1309,40.69532716,1,1.48125208,0.35884660,49.32180547
1310,46.85979552,0,-0.42422107,3.03983669,39.17210982
1311,48.63318623,1,0.89067721,-0.94393817,56.38307287
1312,45.70729253,0,-0.06185781,-0.33396822,44.60522205
1313,63.99851475,1,1.29751685,0.71767300,58.55327136
1314,47.13915973,0,0.78412360,-0.01792777,46.58494307
1315,59.76383763,1,1.69754503,2.24403795,56.06413447
1316,52.77774534,1,0.26369318,-1.10437921,64.43168886
1317,44.60193984,1,2.44957538,2.75513804,47.46104240
1318,29.90035533,0,0.23584641,-0.28086787,34.37020499
1319,49.86220984,0,-0.09592413,-0.21814667,50.30462256
1320,57.21740708,0,-0.25056850,-0.85791571,54.85932884
1321,39.66409978,0,0.63678359,-1.70154311,43.00452517
1322,33.82953273,0,-0.81677365,0.05685210,43.26319088
1323,46.44023358,1,1.18580025,1.67309319,51.05011944
1324,20.02722186,0,0.72152480,0.19423814,31.04015036
1325,65.87821348,1,0.85417275,1.35963074,67.02637281
1326,36.94244990,0,-1.06880743,-1.29857673,45.42781741
1327,55.55380083,1,1.31474459,2.33423228,55.76645023
1328,64.22653928,1,2.75212319,2.22979721,58.02854212
1329,44.43934244,0,-0.28451120,3.51311034,36.70678851
1330,55.75836342,1,0.93998495,2.78422524,54.75141291
1331,66.70600691,1,1.32635468,0.44587586,71.42350729
1332,65.49423004,1,0.63395764,0.47248467,65.37481120
1333,62.33866934,1,-0.45764129,1.26402653,59.80541617
1334,60.66432268,0,0.11055247,1.95347020,52.11976097
1335,75.13883990,1,0.62889159,-0.30312600,68.18878365
1336,70.10529717,1,2.39634662,0.81626717,67.49264031
1337,51.89856153,1,1.03493665,1.48117172,48.79854974
1338,42.57507846,1,1.22805916,0.01934878,55.11792907
1339,64.95653383,0,-1.16134850,1.71054650,56.54355607
1340,33.62788994,0,-0.22459242,1.60832807,39.33813340
1341,43.95862766,0,0.53266583,1.73969832,43.58099360
1342,41.25095338,0,0.83082591,-1.49640173,45.16283648
1343,43.97733716,0,-0.26717029,1.02049952,41.30053307
1344,51.55226337,1,1.78770820,1.87446284,51.02910511
1345,73.76037841,1,1.55262019,0.25976600,70.56990806
1346,44.83397123,1,1.76370043,0.14642458,48.37848659
1347,44.86956928,0,-0.56260483,1.76481384,43.92530987
1348,71.35817807,1,1.58021475,2.06663330,66.56936677
1349,51.81885969,0,0.89009805,0.98094637,48.09978217
1350,50.32070782,1,0.57418966,2.07782240,53.72546781
1351,56.00513049,0,0.17214148,0.84059165,58.69198887
1352,34.52800545,0,0.03993124,-1.22261892,46.22775239
1353,47.78811518,0,0.05570138,-1.70249719,50.79707419
1354,58.61637362,1,1.06034172,2.84744381,52.72763651
1355,58.81476106,1,2.18922878,1.31749496,63.03881400
1356,38.20498207,1,1.39736315,-0.27851916,43.24142425
1357,57.29934122,0,0.19774544,-2.08269836,64.06163672
1358,40.30202197,0,0.08622095,-0.29573513,42.41081570
1359,45.42000666,1,1.05825667,0.92588238,45.37734922
1360,56.10148387,1,1.47109350,1.55886504,56.76304255
1361,51.48886100,0,0.60110607,-0.31724891,57.23508951
1362,52.97733820,0,-0.46313249,0.26218859,49.18880568
1363,53.02474738,0,0.47074021,1.85536365,55.69494327
1364,37.29221988,0,0.23291333,-0.36149337,43.10658480
1365,42.89517499,0,-0.55562635,1.01881139,38.86738279
1366,52.86458898,1,2.02974320,0.74118519,55.24453860
1367,60.05256298,1,0.63434061,-1.22924853,62.37817944
1368,59.66839840,0,-0.31821498,0.11983131,60.76792942
1369,52.00899230,0,-1.37636358,-1.51945530,53.13868062
1370,55.94864305,1,1.22785121,2.35967104,56.65184210
1371,46.95239595,0,-0.26336057,0.94166618,47.19226838
1372,26.02880209,0,-0.05379070,-0.16176612,33.58079478
1373,43.41836533,0,1.61345319,0.67043063,47.03404340
1374,43.05429092,0,-0.34305383,1.01718215,43.16788588
1375,53.59560481,1,-0.24470607,0.38399300,55.52612352
1376,37.13623789,0,0.75419307,-1.26571712,46.38560160
1377,57.21834921,1,1.67239867,0.67000034,51.39601701
1378,64.44886416,0,-0.21764819,0.59003931,56.33300022
1379,64.24712256,1,0.55223503,0.05463831,67.96817581
1380,52.02157601,1,1.96496845,-1.02622386,55.41585844
1381,43.29748884,0,-1.53390437,0.58741200,42.43463902
1382,39.83329792,0,-0.46084953,-0.84205296,50.46758820
1383,68.35202645,1,1.88918201,-0.13738051,65.29382969
1384,37.85581674,0,-0.98023268,0.34111167,39.26844185
1385,50.76506463,1,2.28786331,-0.58382607,57.57762448
1386,37.01074179,0,-0.81472539,0.50084274,44.59104550
1387,46.18134396,0,-0.72650570,-0.04014717,44.67447462
1388,61.68202335,1,0.94855861,1.42684481,56.62116523
1389,52.23677568,0,-0.50875327,1.16638897,59.62125920
1390,45.86547394,0,0.52140488,0.51081090,47.33987476
1391,64.48504685,0,-1.08400434,-0.50554947,64.90753145
1392,23.84600038,0,-1.58870785,-0.23739663,31.84790366
1393,60.49632666,1,-0.23480744,-1.22155645,67.36772250
1394,79.79861624,1,0.31068952,3.16774586,59.00703729
1395,37.44230406,0,0.11947879,2.45861516,33.69772902
1396,53.39635316,0,-1.34609565,0.01133761,52.71204759
1397,46.85060932,0,-0.72065446,-2.05277835,55.16568828
1398,69.42816039,0,-0.76340737,-1.31174527,61.67906779
1399,33.96367430,1,0.75939312,0.20441610,36.80191677
1400,47.13539905,0,-0.69931143,1.87726751,45.47140857
1401,51.73445726,1,0.35007257,2.52415620,47.16307467
1402,45.30621825,0,-0.50992525,-2.35762234,52.41671810
1403,49.98133486,1,1.33682905,0.87933121,52.59451729
1404,57.43842204,0,-0.42269863,-2.29927199,58.60037788
1405,53.25464518,1,0.61858256,2.96206832,50.48299327
1406,51.64221215,1,1.78944989,0.45187591,52.51811883
1407,56.74501150,1,0.80821244,3.15365836,54.05052210
1408,72.87849452,1,0.01754308,0.72596122,64.69413839
1409,51.94706644,0,-0.42810848,0.78885806,49.66348768
1410,60.33070197,0,-1.19035649,-1.08590096,54.84275735
1411,63.56765121,1,0.81762687,3.04489394,53.26917690
1412,52.58209014,1,1.58687312,1.19321867,53.60240517
1413,58.88405573,1,0.40185376,0.95947381,62.10826762
1414,40.38585325,0,-0.00456481,3.02971055,38.21516722
1415,56.83976356,1,2.11107228,2.75893166,48.79102964
1416,53.29104253,1,1.31084746,0.20826122,51.13926661
1417,61.64565510,0,0.73668307,3.55918543,51.36334730
1418,50.51837664,1,1.47830775,2.35993857,50.27461596
1419,48.93341183,1,1.91670451,1.33504848,48.56182879
1420,40.20662691,0,-1.16781111,-0.15076738,38.28605155
1421,53.41036570,0,0.72509026,-2.42622704,60.12917501
1422,43.19523074,0,0.76429707,0.26325642,43.30666959
1423,78.20704360,1,1.85552177,1.96080084,65.85597609
1424,42.46614706,1,1.31805150,0.65158029,46.07178505
1425,46.31436447,0,-0.91457945,0.07424453,49.48068046
1426,62.26268500,1,2.42292159,1.28892591,67.52477919
1427,35.90027409,0,-1.24512154,-1.35156558,37.97397834
1428,69.87422860,1,1.02057275,0.65434781,71.78334464
1429,36.73645969,0,0.37586093,0.56771420,42.95256948
1430,49.47403303,0,-0.08073305,-1.47818181,54.73007187
1431,31.54124344,0,0.58855623,2.40214114,33.41846939
1432,57.77473090,1,0.95242517,0.95686841,61.31403061
1433,36.70582092,0,0.70974174,-0.15910317,38.96466744
1434,50.53922124,0,0.95099972,1.01589004,45.02250542
1435,54.08235081,1,1.37082913,2.80630261,51.14311217
1436,40.29953434,1,2.32108130,2.35575628,41.36632781
1437,42.69267437,0,-0.48292705,-1.22097036,48.04775113
1438,52.73480582,1,1.25035805,2.20726530,52.53266199
1439,51.23661297,0,-0.41526771,-0.30775962,54.86913558
1440,55.98095678,1,0.92347192,-0.00260301,63.31374185
1441,86.20575687,1,1.78427910,0.71146283,71.10440051
1442,43.96828471,0,-0.15512286,-0.45449063,41.21949228
1443,46.54411815,0,0.12876324,1.95695090,41.64092644
1444,43.75932033,1,-0.51781749,0.49329676,48.59938293
1445,61.09567837,1,1.47228982,1.40308989,54.34733393
1446,47.82522706,0,0.01903857,-0.17462594,49.60292952
1447,47.05533015,1,2.01943988,-0.73849784,49.48683341
