student_id,encouragement_assignment,tutoring_received,baseline_math_score,end_term_math_score
IV1468,1,1,79.415631,87.731891
IV1469,1,0,65.637261,93.082805
IV1470,1,1,72.497342,88.529377
IV1471,1,1,68.007212,96.16827
IV1472,0,0,58.691268,79.348046
IV1473,1,0,68.429702,82.026133
IV1474,0,0,50.86426,73.337327
IV1475,1,1,64.842411,84.81474
IV1476,1,0,67.54267,72.879139
IV1477,1,1,75.180343,96.318843
IV1478,1,1,72.801338,80.911364
IV1479,1,1,78.622813,91.498572
IV1480,1,0,60.528512,83.132425
IV1481,0,0,68.232997,76.24297
IV1482,0,0,58.154183,70.842625
IV1483,0,0,58.012713,72.350849
IV1484,0,0,74.080014,91.567526
IV1485,0,0,58.323121,68.785176
IV1486,1,0,57.365013,80.070571
IV1487,0,1,71.719403,92.940384
IV1488,1,0,62.906931,85.985825
IV1489,1,0,69.398353,87.498033
IV1490,1,1,76.911591,89.06716
IV1491,1,1,60.331036,87.742177
IV1492,1,0,65.856477,92.595614
IV1493,0,0,70.085723,86.361219
IV1494,1,0,61.3525,75.905702
IV1495,1,0,56.861789,82.632803
IV1496,1,1,71.997165,94.097642
IV1497,0,0,73.005168,100.844383
IV1498,1,0,59.48113,69.84971
IV1499,1,1,69.876539,90.494546
IV1500,1,0,67.792071,87.86854
IV1501,1,1,44.543158,81.816084
IV1502,1,1,51.396835,85.914741
IV1503,0,0,75.847949,86.147057
IV1504,0,0,70.285259,88.046708
IV1505,0,0,72.115766,95.885706
IV1506,1,1,79.972875,100.776315
IV1507,1,1,61.135034,87.031147
IV1508,1,1,59.223019,80.055846
IV1509,1,0,54.248395,69.5235
IV1510,1,0,73.96921,82.327832
IV1511,0,0,50.718417,65.786912
IV1512,1,0,52.840938,84.217864
IV1513,0,0,74.227341,78.916566
IV1514,0,0,51.068698,64.742919
IV1515,1,1,61.394941,93.988471
IV1516,1,0,50.125651,88.357585
IV1517,1,0,77.889013,87.87513
IV1518,0,0,59.536216,80.44112
IV1519,1,0,64.750067,90.695916
IV1520,0,0,73.407885,85.945502
IV1521,0,0,64.818242,77.454481
IV1522,1,0,67.43543,78.887565
IV1523,1,0,57.748203,66.289041
IV1524,1,1,46.742921,70.975004
IV1525,0,0,68.94238,88.444878
IV1526,0,0,78.375742,86.813791
IV1527,0,0,76.79223,76.737675
IV1528,0,0,74.872226,89.944497
IV1529,1,1,69.401578,80.107167
IV1530,0,1,59.359347,88.322858
IV1531,0,0,78.726221,106.888156
IV1532,0,1,67.183801,96.263606
IV1533,0,0,52.70588,78.65873
IV1534,0,0,72.823556,88.651409
IV1535,0,0,61.769784,68.403092
IV1536,1,1,53.603608,94.082932
IV1537,0,0,57.587997,64.185273
IV1538,0,0,59.767232,79.192742
IV1539,1,1,49.425101,78.411784
IV1540,1,0,73.070695,87.448896
IV1541,0,0,64.864547,84.08192
IV1542,1,1,66.004357,93.075252
IV1543,0,0,58.030011,86.514015
IV1544,1,1,88.652344,94.947996
IV1545,1,1,66.272039,97.306689
IV1546,0,0,61.629278,77.707465
IV1547,0,0,70.105685,93.906751
IV1548,1,1,57.366651,85.155949
IV1549,0,0,88.887066,90.35097
IV1550,0,0,65.997131,79.558086
IV1551,0,1,50.388259,83.737978
IV1552,0,0,56.862236,74.124516
IV1553,0,0,62.232051,84.29161
IV1554,0,0,64.101912,85.433711
IV1555,1,1,67.656224,94.788495
IV1556,0,0,64.023622,77.591953
IV1557,1,1,53.577948,81.664026
IV1558,0,0,73.210792,87.177899
IV1559,1,1,70.001652,79.902514
IV1560,1,1,71.671009,89.17228
IV1561,0,0,70.722381,89.102596
IV1562,0,0,62.265076,60.621616
IV1563,0,0,70.966342,75.3611
IV1564,0,0,51.925292,66.206707
IV1565,1,0,73.409688,94.8405
IV1566,0,0,75.369461,96.479159
IV1567,1,0,77.445645,77.735327
IV1568,1,1,64.523863,100.468862
IV1569,0,0,83.556129,92.526936
IV1570,1,1,57.16235,99.919232
IV1571,1,0,67.560033,79.927418
IV1572,1,1,70.804243,92.210499
IV1573,1,1,73.452889,86.032485
IV1574,1,1,48.477141,77.249796
IV1575,0,0,76.240968,92.418892
IV1576,1,1,66.792087,87.712271
IV1577,0,0,60.439039,67.450792
IV1578,0,0,61.338701,72.157464
IV1579,1,1,72.921348,93.236579
IV1580,0,0,69.918042,91.909661
IV1581,1,1,59.012125,72.804804
IV1582,1,0,73.04676,86.162573
IV1583,0,0,67.933376,83.459069
IV1584,0,0,74.410838,96.463536
IV1585,0,0,70.765366,87.975236
IV1586,1,1,48.749904,91.017383
IV1587,0,0,76.782051,89.338884
IV1588,0,0,80.620719,79.887193
IV1589,0,0,67.536473,71.31467
IV1590,0,0,71.01281,82.427623
IV1591,1,0,68.594412,88.984813
IV1592,0,0,60.264561,81.015297
IV1593,1,1,69.093119,82.956517
IV1594,1,1,75.467342,83.325631
IV1595,0,0,79.202512,88.368766
IV1596,1,1,47.5205,79.358074
IV1597,0,0,79.239555,92.65332
IV1598,0,0,65.184397,75.293055
IV1599,1,1,70.633425,91.000852
IV1600,0,0,68.510009,71.295842
IV1601,1,1,55.635402,88.996175
IV1602,0,0,66.448371,79.247859
IV1603,0,1,66.529055,92.686672
IV1604,1,1,68.531932,103.928633
IV1605,0,0,60.952843,81.862577
IV1606,1,1,71.273429,96.515695
IV1607,1,1,69.409306,97.496383
IV1608,0,0,55.024388,61.532072
IV1609,1,1,48.43978,85.811062
IV1610,1,1,59.589948,68.901939
IV1611,0,0,79.225507,88.797355
IV1612,1,1,72.612335,93.425099
IV1613,0,0,63.464804,88.964743
IV1614,1,1,50.047328,80.415144
IV1615,1,1,48.0413,92.530111
IV1616,1,1,63.042295,88.720092
IV1617,1,1,65.419385,88.881836
IV1618,1,1,55.273233,85.825594
IV1619,0,0,65.321995,87.282721
IV1620,0,0,81.267352,108.256897
IV1621,0,0,71.181338,91.950694
IV1622,1,0,72.215203,97.656376
IV1623,1,0,73.184165,96.834785
IV1624,0,0,59.273588,84.795951
IV1625,0,0,63.872723,78.381037
IV1626,0,0,65.906753,87.287131
IV1627,0,0,62.73658,85.065475
IV1628,1,1,58.511223,79.158485
IV1629,1,0,68.80902,82.446029
IV1630,0,0,72.154002,87.104719
IV1631,0,0,55.916055,86.731302
IV1632,1,0,67.449376,92.595644
IV1633,0,0,75.32979,77.99297
IV1634,0,0,61.566084,86.044038
IV1635,1,1,59.171933,76.866296
IV1636,0,0,67.416182,80.34658
IV1637,1,0,62.596512,79.840388
IV1638,0,0,67.099601,86.513189
IV1639,1,1,65.76599,80.57349
IV1640,0,0,69.740659,79.87704
IV1641,0,0,71.025963,87.08156
IV1642,0,0,79.38369,89.06054
IV1643,1,1,66.640832,92.831767
IV1644,1,1,68.397563,87.039125
IV1645,1,1,65.537752,93.171197
IV1646,1,1,59.719076,89.260447
IV1647,0,1,75.904906,78.982489
IV1648,1,1,61.245556,90.211224
IV1649,0,0,77.955777,94.641615
IV1650,0,1,74.170629,86.298141
IV1651,0,0,68.269269,85.656634
IV1652,0,0,69.109118,94.204233
IV1653,1,1,52.625213,66.894796
IV1654,0,0,65.36735,86.673896
IV1655,1,1,55.694558,78.694464
IV1656,0,0,65.491648,83.320414
IV1657,0,0,75.441427,85.67514
IV1658,0,0,63.954433,75.786544
IV1659,1,1,73.061391,89.112497
IV1660,0,1,68.570812,98.977978
IV1661,0,0,75.67228,87.088379
IV1662,1,1,66.413376,88.41784
IV1663,1,1,68.690855,95.350691
IV1664,1,1,71.295542,90.339393
IV1665,1,1,63.768447,97.772104
IV1666,1,1,56.015766,81.756733
IV1667,0,0,76.97973,77.936201
IV1668,0,0,66.304419,76.201474
IV1669,1,1,62.758834,76.657753
IV1670,1,0,86.872915,100.409019
IV1671,0,0,75.646968,82.957859
IV1672,0,0,46.895784,90.496285
IV1673,1,1,70.819549,95.591003
IV1674,0,0,66.279441,80.396465
IV1675,1,0,63.479326,86.335445
IV1676,0,0,75.439247,82.20192
IV1677,1,0,63.768766,81.787765
IV1678,0,0,42.288455,82.830772
IV1679,0,0,45.291225,81.231582
IV1680,1,0,86.789027,98.106472
IV1681,1,1,62.437315,90.35945
IV1682,1,1,71.71093,85.696832
IV1683,1,0,62.714744,81.703977
IV1684,0,0,64.470135,70.767309
IV1685,0,0,78.073434,87.11665
IV1686,0,0,65.109684,88.796514
IV1687,0,0,64.706801,83.217064
IV1688,1,0,59.859184,87.440529
IV1689,1,1,82.548534,92.186057
IV1690,0,0,62.254167,85.014177
IV1691,0,0,54.356548,85.178727
IV1692,0,1,76.632917,88.296803
IV1693,1,1,65.767861,99.094587
IV1694,0,0,73.014976,86.744978
IV1695,0,1,58.39429,88.325378
IV1696,0,0,66.064086,79.308378
IV1697,0,0,73.875559,78.374372
IV1698,0,0,70.019589,85.867695
IV1699,1,0,67.195578,79.276485
IV1700,0,0,74.541511,87.394259
IV1701,1,1,79.415736,89.997802
IV1702,0,0,61.174088,94.478905
IV1703,0,0,74.341832,88.892889
IV1704,0,0,69.149235,85.407945
IV1705,0,1,68.343158,80.568096
IV1706,0,0,53.273387,81.85853
IV1707,0,0,66.022688,82.470989
IV1708,1,1,74.002051,104.165932
IV1709,1,0,67.216092,77.88705
IV1710,1,1,69.914946,81.459701
IV1711,1,1,80.942191,88.356501
IV1712,0,0,60.456075,87.207148
IV1713,1,1,72.562698,93.096501
IV1714,0,0,69.300045,83.69727
IV1715,1,0,64.822201,81.377957
IV1716,1,0,51.317089,75.373809
IV1717,1,0,68.035442,94.814804
IV1718,1,1,66.050954,102.683975
IV1719,0,1,72.003275,91.312001
IV1720,0,0,77.366537,100.029954
IV1721,0,0,73.521829,73.468082
IV1722,0,0,56.618727,78.202454
IV1723,1,1,58.119173,86.805158
IV1724,1,0,62.967473,78.491048
IV1725,0,0,59.563145,74.976994
IV1726,1,1,76.394338,88.220589
IV1727,0,0,48.700611,82.819765
IV1728,0,0,64.878928,80.229531
IV1729,1,1,62.713021,91.819292
IV1730,1,0,70.240709,73.311289
IV1731,1,1,54.935615,87.500896
IV1732,1,1,50.147415,91.257613
IV1733,1,1,74.439315,97.442877
IV1734,0,0,60.632894,80.987389
IV1735,1,1,75.467301,85.397425
IV1736,1,1,55.579683,75.308069
IV1737,0,0,70.841122,85.951345
IV1738,0,0,68.908686,88.938314
IV1739,0,0,58.917731,82.675238
IV1740,0,0,95.19745,99.222741
IV1741,1,0,65.535731,87.839105
IV1742,1,1,73.869836,91.743413
IV1743,1,1,66.206361,98.843959
IV1744,1,1,80.66273,91.487301
IV1745,1,1,68.03208,86.353392
IV1746,1,1,57.377458,75.647195
IV1747,1,1,70.43501,96.023539
IV1748,0,0,60.930126,71.902918
IV1749,0,0,67.457413,85.757749
IV1750,0,1,74.180035,93.705992
IV1751,0,0,81.059883,85.648443
IV1752,1,0,73.602911,87.905969
IV1753,0,0,61.266597,82.74286
IV1754,0,0,72.936706,91.715363
IV1755,0,0,56.37952,78.426203
IV1756,1,1,71.990543,93.120282
IV1757,1,0,61.164436,92.689299
IV1758,0,0,59.574075,70.371271
IV1759,1,1,56.89871,76.913012
IV1760,1,0,78.603009,73.712796
IV1761,1,0,74.204458,95.490184
IV1762,0,1,63.652903,74.816185
IV1763,1,1,83.835142,83.853074
IV1764,1,1,62.794483,85.907229
IV1765,0,0,66.37036,98.086296
IV1766,1,0,68.949019,90.506711
IV1767,0,0,58.222057,73.024648
IV1768,1,0,67.752357,87.630418
IV1769,0,1,63.682389,85.907337
IV1770,1,0,66.39612,79.261842
IV1771,0,0,63.510252,74.305979
IV1772,0,0,82.336089,90.476321
IV1773,0,0,53.551047,83.069365
IV1774,1,1,50.608892,83.275488
IV1775,1,1,60.123887,86.415755
IV1776,0,0,58.711591,80.521472
IV1777,1,0,72.576661,90.375728
IV1778,0,0,51.931785,70.591295
IV1779,1,0,57.79682,78.856278
IV1780,0,0,70.173799,74.640612
IV1781,1,0,75.727175,82.636388
IV1782,1,1,43.846543,85.615385
IV1783,1,1,58.947569,97.087283
IV1784,0,0,60.593381,69.378009
IV1785,1,1,66.033263,98.080667
IV1786,1,1,58.198211,88.906203
IV1787,0,0,55.475094,75.361574
IV1788,0,0,66.594497,68.23199
IV1789,0,0,65.404129,84.060657
IV1790,0,0,65.248106,87.674607
IV1791,0,0,64.747169,89.334853
IV1792,1,0,65.904887,81.059965
IV1793,0,0,68.128978,66.582568
IV1794,1,0,66.501129,75.313633
IV1795,0,0,77.914017,76.937044
IV1796,1,1,66.453805,99.006151
IV1797,0,0,65.135212,84.92902
IV1798,1,1,63.544676,89.845384
IV1799,1,0,80.438182,92.754699
IV1800,0,0,66.788953,80.933197
IV1801,0,1,75.0442,87.831804
IV1802,1,1,72.211213,98.066849
IV1803,0,0,72.583753,95.750186
IV1804,1,1,63.482985,71.404225
IV1805,1,1,59.015002,78.078567
IV1806,0,0,61.199691,77.831169
IV1807,1,0,55.725919,73.263872
IV1808,1,0,75.412959,83.46328
IV1809,1,1,51.06981,84.710084
IV1810,1,1,67.49345,97.334266
IV1811,1,1,71.702838,92.277154
IV1812,0,0,68.403451,68.684467
IV1813,1,1,62.167154,80.890645
IV1814,1,0,56.669277,91.559018
IV1815,0,0,67.244475,80.89623
IV1816,0,0,48.219239,71.173766
IV1817,0,1,68.742469,81.314386
IV1818,0,0,65.444204,92.917055
IV1819,0,1,73.144683,88.275357
IV1820,1,0,51.137919,72.50728
IV1821,0,1,59.270948,88.755844
IV1822,1,1,69.175752,93.755888
IV1823,0,0,61.923525,72.018556
IV1824,0,0,67.49194,85.231461
IV1825,0,0,50.043079,72.281526
IV1826,1,1,45.129706,77.265916
IV1827,1,0,62.237199,74.029041
IV1828,1,1,66.984061,83.294412
IV1829,0,0,80.739317,89.257906
IV1830,1,1,74.148247,86.033384
IV1831,1,1,58.011782,89.280182
IV1832,0,0,68.731979,84.76886
IV1833,0,0,74.288592,90.625087
IV1834,1,1,77.290007,97.083029
IV1835,1,0,61.08938,92.132177
IV1836,1,0,76.455695,75.108292
IV1837,0,0,60.226717,86.785316
IV1838,0,0,47.554279,79.86511
IV1839,1,0,61.628176,81.035938
IV1840,0,0,78.115406,91.30189
IV1841,0,0,65.781703,70.13359
IV1842,1,1,74.912751,92.915182
IV1843,0,0,53.049564,74.436845
IV1844,1,0,72.703479,72.549161
IV1845,0,1,84.941207,97.208376
IV1846,0,0,58.833632,73.192586
IV1847,0,0,52.427878,95.993237
IV1848,1,0,57.535737,81.422241
IV1849,1,0,55.944753,77.657359
IV1850,0,0,58.485201,86.719819
IV1851,1,0,79.206393,89.788672
IV1852,1,0,61.930296,78.243145
IV1853,1,1,56.331781,90.919656
IV1854,1,0,67.031405,87.191178
IV1855,1,0,56.043403,85.231202
IV1856,0,0,62.946235,90.928324
IV1857,1,1,57.822264,85.965233
IV1858,1,0,75.920914,86.680022
IV1859,1,1,57.759356,75.115751
IV1860,0,0,61.770653,73.082267
IV1861,0,0,56.727048,79.030565
IV1862,1,0,72.010089,93.77761
IV1863,1,1,54.597251,91.15515
IV1864,1,1,84.421681,107.376913
IV1865,1,0,68.387368,95.685078
IV1866,1,1,66.694908,88.02546
IV1867,1,1,57.382794,83.847958
IV1868,0,0,73.601098,94.505612
IV1869,1,0,53.247939,56.731202
IV1870,0,0,67.095677,97.619774
IV1871,1,0,62.888166,85.352815
IV1872,1,1,53.097563,83.337839
IV1873,1,1,73.779095,99.458445
IV1874,0,0,69.638577,84.226846
IV1875,1,1,68.444299,86.812531
IV1876,1,0,69.739282,86.893593
IV1877,1,0,58.865287,69.725429
IV1878,0,0,68.6687,71.361042
IV1879,0,0,58.304575,75.269513
IV1880,1,1,80.897036,83.756172
IV1881,1,1,60.222066,71.575652
IV1882,1,1,57.940441,82.527401
IV1883,0,0,62.681809,95.760159
IV1884,0,0,68.383989,77.148112
IV1885,0,0,68.624559,86.210403
IV1886,0,0,46.437554,78.398328
IV1887,1,1,63.414538,89.658857
IV1888,1,1,61.385262,85.849112
IV1889,0,0,53.053352,82.66022
IV1890,0,0,57.116922,76.858964
IV1891,1,1,68.803259,82.820637
IV1892,1,1,66.465286,87.241475
IV1893,1,0,70.648198,74.931669
IV1894,1,1,62.231115,92.651365
IV1895,0,0,72.699739,92.004418
IV1896,0,0,64.166721,83.395639
IV1897,1,1,64.148269,77.509283
IV1898,0,0,78.151732,79.033316
IV1899,0,0,60.570976,77.373228
IV1900,0,0,61.926232,85.696656
IV1901,0,0,69.144269,77.83389
IV1902,1,1,57.541707,91.60952
IV1903,0,0,68.220868,90.083876
IV1904,0,0,57.22582,79.961723
IV1905,0,0,81.913984,98.643208
IV1906,1,1,65.481113,92.74211
IV1907,0,0,52.05621,77.99286
IV1908,1,1,52.640674,91.588763
IV1909,1,0,69.519717,88.900227
IV1910,1,1,52.948964,78.972377
IV1911,1,1,77.124646,78.863954
IV1912,0,1,70.662306,92.159196
IV1913,1,1,47.6676,70.197221
IV1914,1,1,61.00334,80.879745
IV1915,1,0,65.764981,92.116477
IV1916,1,1,55.672111,85.256789
IV1917,1,1,68.918095,82.752243
IV1918,0,0,52.455292,73.78437
IV1919,1,1,57.007634,84.819018
IV1920,1,0,64.892451,72.495158
IV1921,0,0,69.278877,84.034459
IV1922,1,0,72.725548,83.790409
IV1923,1,0,63.354789,78.849319
IV1924,0,0,65.624899,94.843531
IV1925,1,1,63.400875,82.236632
IV1926,0,0,84.774271,106.138368
IV1927,0,1,62.69584,91.406854
IV1928,1,0,64.332103,95.702411
IV1929,0,0,59.520558,93.077911
IV1930,0,0,55.981012,82.87739
IV1931,1,1,60.934477,87.998766
IV1932,0,0,73.693662,95.119527
IV1933,0,0,54.55956,76.322756
IV1934,0,0,59.869455,86.913436
IV1935,0,1,68.484324,83.773012
IV1936,1,1,70.900875,99.230427
IV1937,0,0,70.273382,86.702068
IV1938,1,0,67.341267,69.463881
IV1939,0,0,48.831671,88.761286
IV1940,1,1,74.530863,87.797303
IV1941,1,0,43.858107,75.808385
IV1942,0,0,52.507711,73.010649
IV1943,1,1,66.168946,95.563439
IV1944,0,0,67.671387,87.23872
IV1945,0,0,68.788401,76.154384
IV1946,0,0,69.113393,82.162608
IV1947,1,1,65.025604,100.643208
IV1948,1,0,56.213404,77.944617
IV1949,1,1,81.305325,87.289966
IV1950,1,1,52.045734,77.37542
IV1951,1,1,56.744801,78.939799
IV1952,1,0,58.501691,61.969012
IV1953,0,0,61.389852,79.339941
IV1954,1,1,62.174711,93.066665
IV1955,1,1,75.02389,107.158896
IV1956,0,0,75.534478,93.970624
IV1957,0,0,67.910641,92.070521
IV1958,1,1,59.737596,73.714687
IV1959,1,0,69.034115,81.155089
IV1960,0,0,57.23665,81.80672
IV1961,0,0,51.660157,80.242384
IV1962,1,1,54.313542,85.625039
IV1963,1,1,77.011129,87.998327
IV1964,1,0,60.059665,90.55786
IV1965,0,0,57.984446,82.454896
IV1966,0,0,52.038467,77.15144
IV1967,1,1,53.33432,88.169135
IV1968,0,0,63.319628,79.816659
IV1969,0,0,76.373785,84.089289
IV1970,0,1,64.286168,89.97088
IV1971,0,0,80.130638,92.566036
IV1972,0,0,64.516641,79.843605
IV1973,1,1,69.264571,93.924736
IV1974,1,1,60.622045,84.023838
IV1975,1,1,63.397424,90.760019
IV1976,0,0,69.636619,90.026274
IV1977,1,0,58.835707,75.827559
IV1978,1,0,74.146148,80.152519
IV1979,1,1,62.298824,78.576537
IV1980,1,1,73.237622,94.053606
IV1981,0,0,64.228082,87.472192
IV1982,0,0,70.319184,83.716117
IV1983,0,0,58.369245,74.148679
IV1984,0,0,68.463431,78.797801
IV1985,0,1,71.960713,89.589101
IV1986,0,0,90.384631,92.053818
IV1987,0,0,53.82832,78.194935
IV1988,0,0,71.420007,87.418682
IV1989,0,0,68.320876,78.233421
IV1990,0,0,74.555389,82.792836
IV1991,0,0,77.003637,95.377596
IV1992,0,0,59.678145,77.862683
IV1993,0,0,57.972818,80.883918
IV1994,1,1,83.475297,105.205551
IV1995,0,0,54.568163,76.599225
IV1996,1,1,56.961452,94.573433
IV1997,1,0,70.580941,83.734085
IV1998,1,1,68.809332,80.070808
IV1999,0,0,63.894751,81.46242
IV2000,1,0,70.320015,77.431735
IV2001,0,0,72.730321,85.10863
IV2002,0,1,62.554413,77.846198
IV2003,0,0,83.430441,98.563054
IV2004,1,1,59.871119,90.269073
IV2005,0,1,77.889792,98.440871
IV2006,0,0,49.104753,89.946153
IV2007,0,0,47.619874,75.535748
IV2008,0,0,68.015213,80.758405
IV2009,0,0,53.645584,75.843635
IV2010,0,0,64.138712,71.233745
IV2011,0,0,48.662408,58.360556
IV2012,1,1,62.559613,86.152132
IV2013,0,0,58.732899,87.489868
IV2014,1,1,56.336877,74.115703
IV2015,0,0,71.229682,89.029181
IV2016,0,0,77.035005,85.163972
IV2017,1,1,70.914495,90.536893
IV2018,1,0,66.873222,75.353721
IV2019,0,0,72.72434,86.397112
IV2020,0,0,57.561191,73.711526
IV2021,0,1,65.018655,81.275295
IV2022,1,1,55.159384,79.686709
IV2023,1,0,59.746671,82.983838
IV2024,1,1,67.085209,90.880455
IV2025,0,1,70.157915,84.96289
IV2026,0,0,66.115668,69.925987
IV2027,1,1,65.367854,84.454615
IV2028,1,1,69.877092,81.879963
IV2029,1,0,54.96457,70.208319
IV2030,0,0,59.270074,73.14479
IV2031,1,1,63.595111,91.608611
IV2032,1,1,66.465092,79.352814
IV2033,0,0,70.148942,72.335979
IV2034,1,0,67.341162,86.675258
IV2035,1,0,67.653479,76.487946
IV2036,0,0,74.088395,84.305175
IV2037,1,0,57.708443,84.408659
IV2038,0,0,53.040265,91.959437
IV2039,1,1,53.672806,85.280313
IV2040,1,1,58.313934,98.245665
IV2041,1,0,75.886024,84.518231
IV2042,1,1,69.677429,85.299405
IV2043,0,0,73.10965,80.577337
IV2044,1,1,60.029793,88.861415
IV2045,0,1,72.169637,95.402073
IV2046,0,0,67.87286,75.7926
IV2047,1,1,69.165459,85.842467
IV2048,1,0,72.6284,92.894919
IV2049,0,0,74.726444,84.538353
IV2050,0,0,50.190361,66.56344
IV2051,1,1,60.779469,74.045008
IV2052,0,0,64.785074,79.668758
IV2053,0,0,68.193331,88.658103
IV2054,0,0,55.957161,79.077585
IV2055,1,0,75.095482,91.579777
IV2056,1,1,54.029956,82.576453
IV2057,1,1,62.357071,88.809458
IV2058,1,0,68.259086,86.153645
IV2059,1,1,53.349243,73.988646
IV2060,1,1,73.339751,91.721096
IV2061,1,1,50.989009,89.073572
IV2062,1,0,67.890567,90.288959
IV2063,0,0,58.602983,75.038453
IV2064,1,1,63.044591,82.953006
IV2065,1,1,62.604528,96.012721
IV2066,0,0,70.62652,85.074687
IV2067,0,0,58.056545,74.23642
IV2068,0,0,75.778236,92.025647
IV2069,1,0,65.622423,89.314003
IV2070,1,1,62.909651,84.683753
IV2071,1,1,49.347302,83.051495
IV2072,0,0,64.46279,72.641018
IV2073,0,0,51.135058,65.414438
IV2074,1,0,81.180552,99.813379
IV2075,1,1,66.188013,98.687866
IV2076,1,0,73.501472,84.032479
IV2077,1,1,68.196273,85.266625
IV2078,1,1,74.854355,89.272853
IV2079,1,0,68.221466,86.031788
IV2080,0,0,54.739191,69.594199
IV2081,1,1,84.946553,103.210733
IV2082,1,1,33.779922,79.154709
IV2083,1,1,61.620953,92.147546
IV2084,0,0,67.767292,80.089263
IV2085,0,0,70.906129,70.963111
IV2086,1,1,66.925337,77.348833
IV2087,0,0,57.732303,88.060567
IV2088,0,0,64.957215,76.18867
IV2089,1,1,77.266188,90.913742
IV2090,1,1,82.449579,93.331183
IV2091,0,0,61.106428,70.824361
IV2092,0,0,55.166698,80.941383
IV2093,0,0,58.475778,68.484623
IV2094,0,0,66.484276,80.883231
IV2095,1,1,55.997255,78.6852
IV2096,0,0,74.433531,73.739143
IV2097,0,0,73.001414,87.967842
IV2098,1,0,55.719098,80.821556
IV2099,0,0,66.713317,88.685199
IV2100,1,0,68.049195,87.456513
IV2101,1,0,59.550271,56.968313
IV2102,1,0,61.348381,78.106331
IV2103,0,1,71.354133,105.911503
IV2104,0,0,65.776241,81.601855
IV2105,0,0,55.397978,80.165303
IV2106,0,0,57.304723,83.785572
IV2107,1,1,55.627314,81.407277
IV2108,0,0,67.620598,99.420008
IV2109,1,1,57.419307,83.27704
IV2110,1,1,71.649261,93.306585
IV2111,0,0,80.39156,90.19387
IV2112,0,0,58.230974,81.629109
IV2113,1,1,74.800148,88.677297
IV2114,1,0,52.056751,76.322576
IV2115,0,0,49.622234,79.062761
IV2116,1,1,69.004657,91.769985
IV2117,0,0,57.540018,80.612457
IV2118,0,1,79.365358,93.719507
IV2119,0,1,76.718147,94.643598
IV2120,1,0,75.251045,90.683028
IV2121,1,1,79.210775,93.352524
IV2122,1,0,68.41192,79.536903
IV2123,0,0,65.040708,80.699104
IV2124,0,0,68.696355,84.752462
IV2125,0,0,89.535815,99.644375
IV2126,0,0,77.652863,79.049225
IV2127,0,0,68.619476,94.683648
IV2128,0,1,62.12041,90.102378
IV2129,0,0,57.780716,84.786339
IV2130,0,0,52.274359,73.424645
IV2131,0,1,48.197414,70.116628
IV2132,1,1,55.556418,83.87568
IV2133,0,0,61.577952,80.159853
IV2134,1,1,72.383117,101.074707
IV2135,1,1,67.123247,85.210942
IV2136,1,1,54.515657,83.930734
IV2137,0,0,59.508253,74.874085
IV2138,0,0,75.079245,81.188905
IV2139,1,1,53.172293,82.00088
IV2140,0,0,77.118231,85.107298
IV2141,0,0,50.200744,91.261735
IV2142,0,0,67.637015,79.461146
IV2143,1,0,61.905304,81.338943
IV2144,0,0,70.989284,78.744406
IV2145,0,0,47.797926,84.511235
IV2146,1,1,52.051687,66.085729
IV2147,1,0,57.456535,79.580996
IV2148,0,0,68.112116,94.997574
IV2149,0,0,69.55447,84.12776
IV2150,0,0,64.187249,72.179512
IV2151,1,0,49.25897,72.075463
IV2152,1,1,62.151898,84.852897
IV2153,1,0,57.851202,74.072712
IV2154,0,0,64.141673,81.343267
IV2155,0,0,64.504253,65.565399
IV2156,1,1,65.84672,95.691753
IV2157,1,1,63.919653,84.619997
IV2158,0,0,62.609406,82.821578
IV2159,0,0,66.314831,83.271817
IV2160,0,1,76.473399,94.972092
IV2161,0,0,63.329911,75.179047
IV2162,1,0,79.004931,84.846146
IV2163,1,1,59.727023,93.177691
IV2164,1,1,74.902691,85.699129
IV2165,0,0,78.509288,90.094251
IV2166,0,0,74.508499,74.244205
IV2167,0,0,63.122551,73.904512
IV2168,0,0,60.212236,81.703077
IV2169,0,1,68.128592,86.76098
IV2170,1,0,72.2276,79.769806
IV2171,0,0,53.119202,71.839973
IV2172,0,1,82.77316,91.561737
IV2173,0,0,73.301009,86.761291
IV2174,0,0,69.006891,78.662471
IV2175,0,0,61.749035,91.888253
IV2176,0,0,66.449145,76.962228
IV2177,0,1,74.986446,81.647029
IV2178,0,0,63.984938,86.120803
IV2179,0,0,47.067534,70.883581
IV2180,1,0,68.986087,87.604682
IV2181,0,0,67.942896,82.911585
IV2182,0,0,58.425407,82.967186
IV2183,1,1,75.939729,94.199593
IV2184,1,1,49.371026,73.694207
IV2185,0,1,55.09516,89.318035
IV2186,1,1,47.953153,71.603169
IV2187,1,1,73.932662,86.59144
IV2188,0,0,70.448518,90.186865
IV2189,1,1,62.522143,85.810429
IV2190,1,0,54.739937,79.438521
IV2191,1,1,66.47003,81.516851
IV2192,0,1,65.213124,72.652109
IV2193,0,0,63.426947,76.560511
IV2194,1,1,73.561315,94.424138
IV2195,1,1,70.306243,81.345574
IV2196,0,0,66.728615,86.100939
IV2197,0,1,64.507306,76.05639
IV2198,1,1,62.643684,89.716895
IV2199,0,1,51.798075,88.605206
IV2200,1,1,72.93945,94.988235
IV2201,1,1,72.949078,99.067722
