applicant_id,diagnostic_score,centered_score,tutoring_eligible,baseline_gpa,end_term_math_score
RD1013,70.462951,10.462951,0,2.915604,78.277135
RD1014,49.945323,-10.054677,1,2.38799,68.567229
RD1015,64.057605,4.057605,0,2.697367,72.767921
RD1016,55.232862,-4.767138,1,2.428616,74.138388
RD1017,63.199866,3.199866,0,2.569786,71.304955
RD1018,40.000001,-19.999999,1,2.157728,82.110373
RD1019,73.066558,13.066558,0,3.002123,82.071984
RD1020,62.274154,2.274154,0,2.935476,62.070867
RD1021,72.889743,12.889743,0,3.34792,73.361962
RD1022,72.583084,12.583084,0,3.178461,72.902246
RD1023,61.035152,1.035152,0,2.222692,75.025511
RD1024,40.691892,-19.308108,1,2.230298,75.42916
RD1025,61.439531,1.439531,0,2.694414,71.804127
RD1026,49.551362,-10.448638,1,2.788409,65.019659
RD1027,69.863213,9.863213,0,2.923865,71.367142
RD1028,60.197995,0.197995,0,2.25446,75.565469
RD1029,58.460707,-1.539293,1,2.236225,66.609643
RD1030,56.512497,-3.487503,1,2.979556,68.639091
RD1031,50.765559,-9.234441,1,2.506957,70.489092
RD1032,61.118637,1.118637,0,2.821638,61.550683
RD1033,62.310704,2.310704,0,2.940332,81.221623
RD1034,60.937901,0.937901,0,2.613016,68.059413
RD1035,55.273873,-4.726127,1,2.684006,71.140117
RD1036,40.927444,-19.072556,1,2.852561,53.087631
RD1037,69.944678,9.944678,0,3.325259,70.779317
RD1038,53.93706,-6.06294,1,2.396703,68.779403
RD1039,77.168596,17.168596,0,3.270882,89.625512
RD1040,71.713305,11.713305,0,3.27614,75.664079
RD1041,42.007297,-17.992703,1,2.321559,72.341375
RD1042,69.820862,9.820862,0,3.300328,69.219427
RD1043,66.229182,6.229182,0,2.825686,66.332885
RD1044,73.24378,13.24378,0,2.992966,73.83569
RD1045,44.974969,-15.025031,1,3.193719,79.248746
RD1046,66.927742,6.927742,0,2.813116,81.953691
RD1047,71.524108,11.524108,0,3.019784,66.353565
RD1048,58.214011,-1.785989,1,2.39754,66.5886
RD1049,63.902059,3.902059,0,3.256565,65.162881
RD1050,73.6543,13.6543,0,2.84478,73.830277
RD1051,40.000001,-19.999999,1,1.957322,62.512838
RD1052,68.239741,8.239741,0,3.147938,76.539817
RD1053,69.637232,9.637232,0,2.784435,65.514285
RD1054,65.369155,5.369155,0,3.062949,63.379717
RD1055,69.467669,9.467669,0,3.249991,67.270765
RD1056,69.897821,9.897821,0,3.498945,75.707006
RD1057,61.874139,1.874139,0,2.950232,58.511876
RD1058,79.999999,19.999999,0,3.016524,75.774184
RD1059,43.614997,-16.385003,1,2.882102,68.866359
RD1060,55.657902,-4.342098,1,2.93531,67.904153
RD1061,58.371212,-1.628788,1,2.721893,71.951993
RD1062,56.568793,-3.431207,1,2.937009,68.662783
RD1063,58.998518,-1.001482,1,3.138369,72.444628
RD1064,62.252176,2.252176,0,2.495766,69.576615
RD1065,60.362495,0.362495,0,2.700506,65.127471
RD1066,55.903323,-4.096677,1,2.855095,65.893261
RD1067,61.063531,1.063531,0,3.389811,71.096447
RD1068,45.783903,-14.216097,1,2.59677,62.102607
RD1069,79.999999,19.999999,0,2.800572,75.066364
RD1070,51.233422,-8.766578,1,2.768179,69.531669
RD1071,64.248609,4.248609,0,3.021221,72.68479
RD1072,61.006154,1.006154,0,2.787869,63.89165
RD1073,54.913772,-5.086228,1,2.501198,68.638833
RD1074,42.387429,-17.612571,1,2.74424,66.892036
RD1075,62.074833,2.074833,0,2.629332,57.888153
RD1076,71.75636,11.75636,0,2.841099,74.873302
RD1077,56.821305,-3.178695,1,2.852812,71.219069
RD1078,69.139068,9.139068,0,2.703916,71.878382
RD1079,52.376163,-7.623837,1,2.708934,62.260365
RD1080,69.606478,9.606478,0,2.119057,76.840042
RD1081,59.648247,-0.351753,1,2.634961,68.919831
RD1082,79.999999,19.999999,0,3.0049,80.471422
RD1083,63.039106,3.039106,0,2.954045,68.510968
RD1084,40.297721,-19.702279,1,2.801396,70.115064
RD1085,63.31012,3.31012,0,2.633103,60.201587
RD1086,77.849779,17.849779,0,3.930235,78.185991
RD1087,56.223341,-3.776659,1,2.528433,71.676588
RD1088,53.149871,-6.850129,1,2.815339,69.269044
RD1089,63.544591,3.544591,0,3.374781,64.901284
RD1090,63.254529,3.254529,0,3.137368,70.611204
RD1091,51.116898,-8.883102,1,2.304838,66.709957
RD1092,77.136137,17.136137,0,3.538167,81.879092
RD1093,65.695763,5.695763,0,3.385687,72.8067
RD1094,48.893702,-11.106298,1,2.316997,68.780611
RD1095,79.999999,19.999999,0,3.489972,83.754149
RD1096,67.365904,7.365904,0,3.206318,67.285795
RD1097,51.615277,-8.384723,1,2.383042,71.298318
RD1098,70.09738,10.09738,0,3.045304,77.979636
RD1099,56.120815,-3.879185,1,2.699002,66.014682
RD1100,72.74408,12.74408,0,3.044044,72.037478
RD1101,57.13112,-2.86888,1,3.153399,79.319199
RD1102,70.1899,10.1899,0,2.587717,64.567494
RD1103,51.508594,-8.491406,1,2.416169,73.871899
RD1104,61.408701,1.408701,0,2.763949,65.921096
RD1105,70.99405,10.99405,0,2.81516,78.007786
RD1106,66.748969,6.748969,0,2.607862,74.461523
RD1107,50.639657,-9.360343,1,2.530007,60.950884
RD1108,72.247262,12.247262,0,2.592202,72.720747
RD1109,79.999999,19.999999,0,2.858733,82.876591
RD1110,40.000001,-19.999999,1,2.291832,72.319243
RD1111,59.515559,-0.484441,1,2.80682,70.51075
RD1112,63.452602,3.452602,0,2.832619,65.854317
RD1113,65.322228,5.322228,0,2.808148,75.378206
RD1114,63.96305,3.96305,0,2.97767,73.735201
RD1115,69.813528,9.813528,0,2.572764,78.399682
RD1116,43.620602,-16.379398,1,1.894557,64.45149
RD1117,60.298872,0.298872,0,3.074923,68.934106
RD1118,45.5154,-14.4846,1,2.363658,70.643557
RD1119,45.354834,-14.645166,1,2.064617,72.911456
RD1120,52.16644,-7.83356,1,2.728869,68.880142
RD1121,61.828621,1.828621,0,3.122371,76.014972
RD1122,56.846724,-3.153276,1,2.482344,78.283677
RD1123,62.019612,2.019612,0,2.549251,62.48053
RD1124,59.028197,-0.971803,1,3.117259,75.213616
RD1125,56.003293,-3.996707,1,2.527392,80.112755
RD1126,51.423412,-8.576588,1,2.465288,75.777322
RD1127,64.819075,4.819075,0,3.363121,75.551844
RD1128,63.942159,3.942159,0,3.065204,72.884927
RD1129,60.867011,0.867011,0,2.538427,68.144968
RD1130,66.431086,6.431086,0,2.909718,73.896209
RD1131,66.034336,6.034336,0,2.629947,72.730757
RD1132,49.886887,-10.113113,1,2.234555,56.849421
RD1133,66.700798,6.700798,0,2.770203,70.769783
RD1134,68.900905,8.900905,0,3.014627,76.11248
RD1135,43.969972,-16.030028,1,2.346083,74.575865
RD1136,71.967172,11.967172,0,2.81097,66.825121
RD1137,61.14198,1.14198,0,2.546447,73.456467
RD1138,64.412637,4.412637,0,2.933392,69.829655
RD1139,53.509415,-6.490585,1,2.616257,70.007973
RD1140,47.426895,-12.573105,1,1.947455,64.155126
RD1141,67.382421,7.382421,0,3.644238,73.280218
RD1142,68.148164,8.148164,0,3.122638,74.680698
RD1143,48.692142,-11.307858,1,1.990982,69.630684
RD1144,69.081479,9.081479,0,2.617427,64.583272
RD1145,76.647193,16.647193,0,2.685354,73.896895
RD1146,61.404439,1.404439,0,2.563504,66.38924
RD1147,50.547544,-9.452456,1,2.471135,68.243879
RD1148,62.471786,2.471786,0,2.912526,64.261489
RD1149,63.095911,3.095911,0,2.532239,71.603721
RD1150,62.7205,2.7205,0,2.80316,67.90679
RD1151,49.392296,-10.607704,1,2.161701,61.057208
RD1152,65.688747,5.688747,0,3.35391,78.204851
RD1153,62.587327,2.587327,0,3.488852,71.834212
RD1154,55.950076,-4.049924,1,2.678429,73.156971
RD1155,49.242098,-10.757902,1,2.241178,63.745667
RD1156,62.161679,2.161679,0,2.683537,61.215248
RD1157,56.452304,-3.547696,1,2.232738,62.748527
RD1158,51.827289,-8.172711,1,2.094088,68.337775
RD1159,63.899668,3.899668,0,2.982154,69.419075
RD1160,70.877421,10.877421,0,3.235165,72.394909
RD1161,62.192201,2.192201,0,3.577361,70.968955
RD1162,74.790396,14.790396,0,3.194916,78.333281
RD1163,60.726672,0.726672,0,2.746778,75.263799
RD1164,40.000001,-19.999999,1,2.605742,60.00051
RD1165,47.811495,-12.188505,1,2.23406,73.767824
RD1166,51.130079,-8.869921,1,2.943391,72.528727
RD1167,54.239051,-5.760949,1,2.13282,76.890353
RD1168,63.724706,3.724706,0,3.031517,61.953371
RD1169,48.235374,-11.764626,1,2.712191,61.388945
RD1170,56.044685,-3.955315,1,2.6122,63.400021
RD1171,72.720793,12.720793,0,2.76724,76.27871
RD1172,66.676283,6.676283,0,2.563252,68.251507
RD1173,62.424817,2.424817,0,3.364387,68.786098
RD1174,55.540904,-4.459096,1,2.893222,64.887692
RD1175,75.436997,15.436997,0,2.207009,77.080045
RD1176,57.359339,-2.640661,1,2.750329,59.770537
RD1177,40.000001,-19.999999,1,2.684473,68.753482
RD1178,64.399394,4.399394,0,3.405538,69.760422
RD1179,55.277621,-4.722379,1,3.032017,72.024033
RD1180,54.706202,-5.293798,1,2.191288,66.657559
RD1181,62.752342,2.752342,0,2.585279,71.251856
RD1182,65.583976,5.583976,0,2.57737,65.760801
RD1183,66.33994,6.33994,0,3.199501,62.049366
RD1184,59.903308,-0.096692,1,2.415995,70.59839
RD1185,43.319436,-16.680564,1,2.231182,70.238751
RD1186,68.014383,8.014383,0,2.771513,74.978221
RD1187,58.844661,-1.155339,1,2.650483,70.008753
RD1188,40.000001,-19.999999,1,2.204942,69.84113
RD1189,46.828128,-13.171872,1,1.886787,53.632023
RD1190,70.338212,10.338212,0,3.251187,75.115792
RD1191,55.465448,-4.534552,1,2.092264,62.512532
RD1192,61.878503,1.878503,0,3.3597,74.153107
RD1193,69.777578,9.777578,0,2.341784,80.323835
RD1194,54.301043,-5.698957,1,2.933079,72.178258
RD1195,58.968375,-1.031625,1,2.786669,74.26465
RD1196,78.932202,18.932202,0,3.521615,74.967376
RD1197,41.218252,-18.781748,1,2.199715,76.825357
RD1198,42.601656,-17.398344,1,2.430061,72.732206
RD1199,70.010675,10.010675,0,2.38817,65.916662
RD1200,51.768915,-8.231085,1,2.093251,64.60953
RD1201,51.360802,-8.639198,1,2.261237,66.203622
RD1202,51.091432,-8.908568,1,2.674775,65.853874
RD1203,61.70737,1.70737,0,3.222744,71.796499
RD1204,56.264311,-3.735689,1,2.647982,60.177673
RD1205,57.28643,-2.71357,1,2.59051,70.380732
RD1206,67.319053,7.319053,0,2.441577,69.035565
RD1207,40.000001,-19.999999,1,1.823037,63.047978
RD1208,62.381396,2.381396,0,3.364715,71.605685
RD1209,56.254681,-3.745319,1,2.479673,71.363899
RD1210,79.999999,19.999999,0,3.486567,77.699247
RD1211,69.652708,9.652708,0,2.546615,71.781868
RD1212,61.559148,1.559148,0,2.869397,67.497019
RD1213,74.549456,14.549456,0,2.847938,69.253531
RD1214,58.3851,-1.6149,1,2.852034,70.796499
RD1215,47.887603,-12.112397,1,2.158878,62.314979
RD1216,63.172816,3.172816,0,2.512814,63.066854
RD1217,51.42186,-8.57814,1,2.846152,69.903367
RD1218,62.013988,2.013988,0,2.379087,64.148419
RD1219,55.818343,-4.181657,1,2.304168,67.669157
RD1220,50.292529,-9.707471,1,2.969246,59.319489
RD1221,77.03425,17.03425,0,3.226862,76.840407
RD1222,71.489424,11.489424,0,3.696689,77.343745
RD1223,60.181688,0.181688,0,2.953103,69.603243
RD1224,58.995914,-1.004086,1,3.005541,77.175655
RD1225,62.277274,2.277274,0,2.904644,65.040395
RD1226,70.365475,10.365475,0,3.472435,82.605477
RD1227,46.565519,-13.434481,1,2.050154,70.27675
RD1228,57.749785,-2.250215,1,2.26119,61.815908
RD1229,71.091521,11.091521,0,3.168905,77.217507
RD1230,69.06602,9.06602,0,3.237501,67.890148
RD1231,44.959502,-15.040498,1,2.717638,73.041654
RD1232,63.781146,3.781146,0,2.467129,68.089346
RD1233,66.062036,6.062036,0,2.609305,68.929146
RD1234,56.395747,-3.604253,1,2.435008,71.35506
RD1235,68.20138,8.20138,0,2.986254,77.535972
RD1236,76.459492,16.459492,0,2.705278,86.127103
RD1237,55.22109,-4.77891,1,2.884842,72.706364
RD1238,66.476859,6.476859,0,2.952935,66.457692
RD1239,70.078248,10.078248,0,2.786322,72.027913
RD1240,71.651898,11.651898,0,2.984123,71.246481
RD1241,76.612689,16.612689,0,2.944845,82.484881
RD1242,53.866541,-6.133459,1,2.662258,72.446161
RD1243,66.736986,6.736986,0,3.01347,78.293007
RD1244,65.684538,5.684538,0,2.89145,71.724387
RD1245,58.621513,-1.378487,1,2.719775,66.024922
RD1246,40.000001,-19.999999,1,2.478437,67.63446
RD1247,56.318261,-3.681739,1,2.357876,68.962144
RD1248,59.903682,-0.096318,1,2.807136,74.252316
RD1249,43.30973,-16.69027,1,2.49965,70.117868
RD1250,54.96021,-5.03979,1,2.024595,69.123747
RD1251,79.999999,19.999999,0,3.377308,79.115881
RD1252,57.773045,-2.226955,1,2.724058,73.045505
RD1253,52.58684,-7.41316,1,3.16326,68.91705
RD1254,49.464531,-10.535469,1,2.782163,69.747764
RD1255,60.077866,0.077866,0,2.08425,70.736662
RD1256,70.867548,10.867548,0,2.459947,65.082251
RD1257,52.85287,-7.14713,1,2.349694,69.220954
RD1258,75.922901,15.922901,0,2.965268,79.379555
RD1259,61.254926,1.254926,0,3.038827,73.704614
RD1260,74.187736,14.187736,0,2.784697,69.96563
RD1261,68.539608,8.539608,0,2.526541,73.838061
RD1262,56.220326,-3.779674,1,2.692345,58.278493
RD1263,49.519601,-10.480399,1,2.370954,67.155279
RD1264,56.692339,-3.307661,1,2.929727,70.450557
RD1265,60.573571,0.573571,0,2.762067,61.529862
RD1266,50.928059,-9.071941,1,2.302811,63.691557
RD1267,58.119269,-1.880731,1,2.759634,62.137112
RD1268,48.31423,-11.68577,1,2.520897,71.957469
RD1269,63.003467,3.003467,0,2.993936,64.405047
RD1270,60.187448,0.187448,0,2.526956,63.06025
RD1271,64.510877,4.510877,0,2.988109,72.057323
RD1272,59.918048,-0.081952,1,2.207732,64.60826
RD1273,63.32021,3.32021,0,2.971391,75.111261
RD1274,45.723589,-14.276411,1,2.357677,67.066811
RD1275,45.046473,-14.953527,1,2.006912,60.088049
RD1276,69.460418,9.460418,0,2.846977,68.13866
RD1277,45.681783,-14.318217,1,2.454642,69.3613
RD1278,50.761984,-9.238016,1,2.686922,62.492882
RD1279,68.931433,8.931433,0,2.674056,72.831858
RD1280,50.096031,-9.903969,1,2.67582,69.403611
RD1281,72.969031,12.969031,0,3.008684,73.477282
RD1282,58.813836,-1.186164,1,2.825835,71.249006
RD1283,59.431379,-0.568621,1,2.536196,77.227113
RD1284,54.817872,-5.182128,1,1.883668,76.874188
RD1285,66.925257,6.925257,0,2.980998,69.249488
RD1286,66.712687,6.712687,0,3.321806,77.014006
RD1287,50.347451,-9.652549,1,1.990039,67.52203
RD1288,54.672991,-5.327009,1,2.756115,68.407628
RD1289,62.815013,2.815013,0,2.719234,67.973214
RD1290,55.887706,-4.112294,1,2.63533,71.216911
RD1291,59.021439,-0.978561,1,3.19994,79.880427
RD1292,56.999796,-3.000204,1,2.452601,67.030267
RD1293,57.638276,-2.361724,1,3.190849,70.645506
RD1294,59.105535,-0.894465,1,2.424744,69.25146
RD1295,70.002509,10.002509,0,2.643624,67.11568
RD1296,56.139779,-3.860221,1,2.415154,66.004262
RD1297,54.589328,-5.410672,1,2.357512,68.084823
RD1298,56.355031,-3.644969,1,3.031534,70.669379
RD1299,56.133005,-3.866995,1,2.820516,69.244377
RD1300,72.119755,12.119755,0,3.274274,70.765084
RD1301,60.482869,0.482869,0,2.848207,67.35361
RD1302,54.475516,-5.524484,1,3.233699,70.927267
RD1303,64.717125,4.717125,0,2.925174,59.295314
RD1304,63.123568,3.123568,0,2.4193,79.080074
RD1305,55.925586,-4.074414,1,2.604398,68.835421
RD1306,56.833042,-3.166958,1,2.727387,65.053293
RD1307,52.165073,-7.834927,1,3.006252,63.232512
RD1308,57.884888,-2.115112,1,2.644955,59.359752
RD1309,53.299243,-6.700757,1,2.76421,67.107705
RD1310,63.04579,3.04579,0,2.823518,78.411145
RD1311,50.112036,-9.887964,1,2.705706,72.949012
RD1312,61.984962,1.984962,0,2.622743,56.160974
RD1313,55.570648,-4.429352,1,3.273975,76.276281
RD1314,59.047601,-0.952399,1,2.883077,65.56364
RD1315,62.175324,2.175324,0,2.503556,70.582987
RD1316,63.307786,3.307786,0,3.235377,66.292793
RD1317,65.621546,5.621546,0,2.945926,77.484243
RD1318,63.765361,3.765361,0,2.453298,69.214054
RD1319,63.457314,3.457314,0,2.329354,78.777113
RD1320,60.555882,0.555882,0,2.536408,66.083419
RD1321,40.000001,-19.999999,1,2.441765,63.725407
RD1322,56.249621,-3.750379,1,2.776696,76.878866
RD1323,75.757529,15.757529,0,3.146278,76.644621
RD1324,67.98993,7.98993,0,2.935875,75.120169
RD1325,44.268689,-15.731311,1,2.914614,66.706948
RD1326,74.261145,14.261145,0,3.096553,75.356775
RD1327,62.521229,2.521229,0,2.651434,71.04769
RD1328,78.770667,18.770667,0,3.153503,74.697578
RD1329,69.239216,9.239216,0,3.018994,79.153031
RD1330,61.074447,1.074447,0,2.876675,75.158998
RD1331,57.388152,-2.611848,1,2.584303,78.795042
RD1332,61.995541,1.995541,0,3.516939,68.365794
RD1333,58.814988,-1.185012,1,2.257153,70.355293
RD1334,46.632982,-13.367018,1,2.555208,62.168781
RD1335,60.769378,0.769378,0,3.390545,79.574597
RD1336,41.894846,-18.105154,1,1.818866,60.372411
RD1337,62.391926,2.391926,0,3.102617,71.821505
RD1338,79.999999,19.999999,0,2.973676,78.365795
RD1339,68.246626,8.246626,0,3.356504,76.46919
RD1340,58.941359,-1.058641,1,2.94541,68.834686
RD1341,52.904006,-7.095994,1,2.47658,63.751652
RD1342,53.209515,-6.790485,1,2.174411,67.135684
RD1343,71.548699,11.548699,0,2.768339,71.849825
RD1344,65.069275,5.069275,0,2.81292,72.751126
RD1345,61.660181,1.660181,0,3.311963,74.438617
RD1346,75.032948,15.032948,0,2.888334,72.148901
RD1347,78.365729,18.365729,0,3.387192,83.007307
RD1348,63.030549,3.030549,0,3.029032,64.823618
RD1349,47.115771,-12.884229,1,2.589017,68.939003
RD1350,68.880897,8.880897,0,2.535553,70.837444
RD1351,74.512547,14.512547,0,2.834505,76.525134
RD1352,45.896142,-14.103858,1,1.877615,69.65173
RD1353,52.481355,-7.518645,1,2.736411,64.049741
RD1354,72.1406,12.1406,0,3.139848,72.960915
RD1355,66.562559,6.562559,0,2.817045,67.766639
RD1356,51.617607,-8.382393,1,2.800764,72.157858
RD1357,63.040148,3.040148,0,2.67153,78.037664
RD1358,56.716616,-3.283384,1,2.300193,70.912746
RD1359,58.850762,-1.149238,1,2.573638,64.436694
RD1360,40.000001,-19.999999,1,2.426132,67.341307
RD1361,73.857925,13.857925,0,3.614633,78.818466
RD1362,79.999999,19.999999,0,3.643071,84.157785
RD1363,64.975937,4.975937,0,3.110946,74.481713
RD1364,49.045411,-10.954589,1,2.425588,72.752974
RD1365,54.179376,-5.820624,1,2.223638,70.946009
RD1366,40.000001,-19.999999,1,1.893041,69.760487
RD1367,56.033546,-3.966454,1,2.469327,65.953105
RD1368,78.389846,18.389846,0,3.446226,80.719806
RD1369,76.420617,16.420617,0,3.314928,74.694337
RD1370,49.278629,-10.721371,1,2.572357,63.101112
RD1371,69.969794,9.969794,0,2.999368,59.919102
RD1372,46.873858,-13.126142,1,2.183778,63.920543
RD1373,43.309084,-16.690916,1,2.952817,73.385574
RD1374,40.000001,-19.999999,1,2.278431,61.742284
RD1375,65.759906,5.759906,0,2.961954,69.97349
RD1376,47.11828,-12.88172,1,2.406488,71.679145
RD1377,63.465737,3.465737,0,3.07747,70.086522
RD1378,51.595959,-8.404041,1,2.486472,68.480741
RD1379,57.1968,-2.8032,1,2.594563,70.693739
RD1380,64.119926,4.119926,0,2.741198,75.776004
RD1381,40.000001,-19.999999,1,1.814478,66.617871
RD1382,63.291641,3.291641,0,2.894175,71.959848
RD1383,62.614797,2.614797,0,2.946322,67.77453
RD1384,62.63332,2.63332,0,2.708979,67.87117
RD1385,58.593426,-1.406574,1,2.23761,61.752903
RD1386,75.742968,15.742968,0,3.271192,79.474169
RD1387,79.935829,19.935829,0,3.705507,77.837868
RD1388,40.000001,-19.999999,1,1.981208,78.322076
RD1389,45.644454,-14.355546,1,2.505551,64.830248
RD1390,56.202918,-3.797082,1,2.440343,67.863608
RD1391,58.287564,-1.712436,1,2.935087,65.82609
RD1392,40.000001,-19.999999,1,2.006376,69.92215
RD1393,69.292769,9.292769,0,3.317326,65.086595
RD1394,45.821424,-14.178576,1,1.917389,60.626121
RD1395,52.612292,-7.387708,1,2.042521,69.411978
RD1396,46.986464,-13.013536,1,2.374147,69.787777
RD1397,57.788448,-2.211552,1,2.608337,73.503017
RD1398,69.735432,9.735432,0,2.510956,60.798349
RD1399,68.744992,8.744992,0,3.61666,74.380839
RD1400,79.999999,19.999999,0,3.511971,78.024944
RD1401,54.779993,-5.220007,1,2.035213,64.366867
RD1402,50.055663,-9.944337,1,2.940538,71.674215
RD1403,64.297899,4.297899,0,2.416469,75.955587
RD1404,76.143516,16.143516,0,3.994915,69.894485
RD1405,47.928353,-12.071647,1,3.062846,67.145951
RD1406,60.756385,0.756385,0,3.040236,78.205637
RD1407,40.000001,-19.999999,1,2.423758,66.450269
RD1408,77.355337,17.355337,0,2.885566,77.197265
RD1409,69.218706,9.218706,0,3.072977,83.984538
RD1410,62.740093,2.740093,0,3.494693,73.389487
RD1411,62.088842,2.088842,0,2.503932,65.259098
RD1412,51.141375,-8.858625,1,2.589057,68.942248
RD1413,70.413412,10.413412,0,3.222002,77.634878
RD1414,51.37126,-8.62874,1,2.392587,73.736074
RD1415,54.081674,-5.918326,1,2.660057,63.825332
RD1416,78.356498,18.356498,0,2.798037,77.854402
RD1417,63.155319,3.155319,0,2.851876,59.513575
RD1418,56.247561,-3.752439,1,2.658815,80.705426
RD1419,45.150476,-14.849524,1,2.106305,71.677298
RD1420,40.000001,-19.999999,1,2.471023,65.148077
RD1421,76.433884,16.433884,0,3.00409,73.188521
RD1422,52.667332,-7.332668,1,2.212481,73.704664
RD1423,59.474666,-0.525334,1,3.194104,66.954602
RD1424,79.999999,19.999999,0,3.47607,75.803589
RD1425,65.421983,5.421983,0,3.182185,63.866477
RD1426,59.805145,-0.194855,1,2.497123,69.551189
RD1427,65.718242,5.718242,0,3.046834,75.576965
RD1428,62.45732,2.45732,0,2.627512,64.076503
RD1429,61.64439,1.64439,0,2.454387,72.311652
RD1430,47.247452,-12.752548,1,2.211114,72.078395
RD1431,61.003048,1.003048,0,3.284904,74.399067
RD1432,70.475046,10.475046,0,2.955064,77.059876
RD1433,79.999999,19.999999,0,3.417504,75.873064
RD1434,72.345922,12.345922,0,3.785316,80.621415
RD1435,61.295595,1.295595,0,2.973183,59.675273
RD1436,70.652769,10.652769,0,2.63047,88.249695
RD1437,60.35206,0.35206,0,3.007154,65.788262
RD1438,48.162588,-11.837412,1,2.557235,58.197833
RD1439,43.758497,-16.241503,1,2.023831,66.50432
RD1440,51.391274,-8.608726,1,1.964582,69.494916
RD1441,42.558349,-17.441651,1,2.141488,71.836039
RD1442,57.154115,-2.845885,1,2.520462,70.287939
RD1443,47.920977,-12.079023,1,2.091207,72.668167
RD1444,59.785836,-0.214164,1,2.30663,66.39975
RD1445,72.958239,12.958239,0,3.139051,71.593785
RD1446,61.537336,1.537336,0,2.567565,64.698181
RD1447,68.237819,8.237819,0,2.805646,63.881511
RD1448,48.912317,-11.087683,1,2.43122,66.398831
RD1449,42.999069,-17.000931,1,2.293541,62.660199
RD1450,66.677524,6.677524,0,3.340442,76.036177
RD1451,40.000001,-19.999999,1,1.760024,62.153714
RD1452,46.125134,-13.874866,1,1.898015,70.529431
RD1453,72.189507,12.189507,0,3.315508,75.363464
RD1454,75.932719,15.932719,0,3.427568,78.039721
RD1455,68.131655,8.131655,0,2.744984,83.24405
RD1456,68.834623,8.834623,0,2.678912,71.74718
RD1457,56.889138,-3.110862,1,3.380648,70.316225
RD1458,63.184467,3.184467,0,2.78156,75.974087
RD1459,42.564713,-17.435287,1,1.840638,64.563533
RD1460,42.758411,-17.241589,1,2.038038,70.574088
RD1461,47.692885,-12.307115,1,2.32684,67.252441
RD1462,51.047739,-8.952261,1,3.013231,68.359223
RD1463,56.957179,-3.042821,1,2.532486,71.688961
RD1464,40.000001,-19.999999,1,2.1835,65.689691
RD1465,66.343442,6.343442,0,2.291673,75.841612
RD1466,63.038316,3.038316,0,2.739457,72.264215
RD1467,71.244432,11.244432,0,3.527038,85.571103
RD1468,53.107805,-6.892195,1,2.378673,70.845576
RD1469,70.626044,10.626044,0,2.345022,80.566921
RD1470,63.049729,3.049729,0,2.689339,74.923615
RD1471,45.745344,-14.254656,1,2.563452,67.247776
RD1472,69.698844,9.698844,0,2.654824,83.626946
RD1473,61.597477,1.597477,0,2.278532,65.411803
RD1474,79.999999,19.999999,0,3.289426,79.090848
RD1475,40.87911,-19.12089,1,2.155218,70.558166
RD1476,53.588052,-6.411948,1,2.786331,68.868704
RD1477,54.335017,-5.664983,1,2.235397,68.58918
RD1478,58.818802,-1.181198,1,2.13757,63.940724
RD1479,58.249084,-1.750916,1,2.479429,71.925318
RD1480,51.244238,-8.755762,1,2.832852,68.008828
RD1481,54.311612,-5.688388,1,2.349319,69.937293
RD1482,54.940707,-5.059293,1,1.963165,71.933991
RD1483,73.87362,13.87362,0,2.951118,70.994252
RD1484,57.663766,-2.336234,1,2.825675,77.808531
RD1485,70.465358,10.465358,0,2.613605,65.1141
RD1486,56.648874,-3.351126,1,2.666401,65.854406
RD1487,59.044349,-0.955651,1,2.390647,67.064238
RD1488,60.740317,0.740317,0,2.666825,69.936383
RD1489,62.425308,2.425308,0,3.005633,76.30765
RD1490,69.602089,9.602089,0,3.131297,78.84363
RD1491,73.675581,13.675581,0,2.95158,86.939493
RD1492,45.775697,-14.224303,1,2.314889,75.282534
RD1493,56.448775,-3.551225,1,2.422558,69.281443
RD1494,65.638092,5.638092,0,2.792772,65.494526
RD1495,68.969671,8.969671,0,3.245756,81.097052
RD1496,48.042525,-11.957475,1,2.556788,66.270561
RD1497,59.30265,-0.69735,1,2.914347,72.30613
RD1498,44.327276,-15.672724,1,1.971372,70.544559
RD1499,52.166634,-7.833366,1,2.880909,72.776724
RD1500,66.241263,6.241263,0,3.275912,73.736803
RD1501,57.702886,-2.297114,1,2.784702,60.041105
RD1502,72.263062,12.263062,0,3.172838,78.979509
RD1503,64.674267,4.674267,0,3.232613,67.208971
RD1504,55.215585,-4.784415,1,3.128278,69.004733
RD1505,68.159752,8.159752,0,2.753024,72.533543
RD1506,65.069461,5.069461,0,2.751313,66.197229
RD1507,69.213726,9.213726,0,3.052939,73.529325
RD1508,67.7097,7.7097,0,2.510465,64.302779
RD1509,46.716626,-13.283374,1,2.657395,58.035859
RD1510,54.328199,-5.671801,1,2.806261,73.272515
RD1511,57.558519,-2.441481,1,2.859472,71.415217
RD1512,65.756283,5.756283,0,3.585185,71.14368
RD1513,76.777804,16.777804,0,3.090449,81.524266
RD1514,52.536413,-7.463587,1,3.037487,65.472812
RD1515,69.530282,9.530282,0,3.346375,76.148863
RD1516,69.643634,9.643634,0,2.933075,72.70444
RD1517,65.269487,5.269487,0,2.776451,66.046304
RD1518,40.000001,-19.999999,1,2.2078,67.402731
RD1519,58.69258,-1.30742,1,3.163558,85.285298
